merchant,category,job,age,state,city,amt,is_fraud
Shanahan-Lehne,personal_care,Product/process development scientist,50,WY,Lagrange,21.78,0
Harber Inc,gas_transport,Aeronautical engineer,44,MO,Matthews,44.38,0
Auer LLC,personal_care,Investment analyst,49,MO,Redford,53.77,0
Schumm PLC,health_fitness,Dealer,47,OR,Athena,74.47,0
"Durgan, Gislason and Spence",home,"Engineer, communications",22,MO,Ballwin,39.47,0
Beier LLC,entertainment,Clothing/textile technologist,24,WA,Tekoa,80.6,0
"Douglas, Schneider and Turne",shopping_pos,"Therapist, horticultural",47,CA,Huntington Beach,85.99,0
Huels-Nolan,gas_transport,"Surveyor, minerals",83,NE,Campbell,53.6,0
Bednar Inc,travel,Public relations account executive,84,CO,Meredith,2.61,0
Johns-Hoege,entertainment,Electronics engineer,34,MO,Centerview,7.51,0
Shields-Wunsch,health_fitness,"Surveyor, mining",50,NE,Fullerton,2.99,0
Heidenreich PLC,grocery_pos,Land/geomatics surveyor,38,MO,Arnold,31.27,0
Boyer PLC,shopping_net,Production manager,38,MO,Wheaton,5.23,0
Dach-Nade,misc_net,Counsellor,35,MO,Kansas City,230.36,0
Gottlieb-Hansen,personal_care,Private music teacher,53,MO,Brashear,32.02,0
"Greenfelder, Bartoletti and Davis",misc_net,"Surveyor, land/geomatics",35,NM,Red River,573.32,0
Gleason and Sons,kids_pets,Retail merchandiser,95,OR,Sixes,20.06,0
Eichmann-Kilback,home,Special educational needs teacher,45,WA,Orient,35.56,0
Kris-Kertzmann,travel,Clothing/textile technologist,24,WA,Tekoa,9.69,0
Miller-Harris,misc_net,"Pilot, airline",35,WY,Laramie,73.51,0
"Hagenes, Hermann and Stroman",travel,"Surveyor, land/geomatics",35,NM,Red River,5.41,0
Eichmann-Russel,misc_pos,Airline pilot,38,CA,Napa,1.67,0
"Effertz, Welch and Schowalte",entertainment,Cartographer,57,ID,Mesa,11.49,0
Cormier LLC,health_fitness,Dealer,47,OR,Athena,77.96,0
Ernser-Feest,home,Physiotherapist,56,HI,Honokaa,28.07,0
"Lowe, Dietrich and Erdman",kids_pets,"Engineer, communications",22,MO,Ballwin,153.14,0
"Yost, Schamberger and Windle",kids_pets,Museum/gallery exhibitions officer,31,CO,Colorado Springs,17.97,0
Stamm-Witting,shopping_net,Geoscientist,26,CA,San Jose,6.28,0
Denesik and Sons,shopping_pos,Futures trader,30,UT,American Fork,6.79,0
"Stroman, Hudson and Erdman",gas_transport,Human resources officer,56,NE,Manley,60.97,0
Kertzmann LLC,health_fitness,Public librarian,49,WY,Jelm,23.99,0
Friesen Inc,shopping_pos,Intelligence analyst,52,ID,Meridian,8.84,0
"Dare, Casper and Bartoletti",kids_pets,Health service manager,96,CA,June Lake,12.85,0
"Olson, Becker and Koch",gas_transport,"Scientist, research (maths)",32,HI,Paauilo,87.15,0
Parker-Kunde,personal_care,Architectural technologist,62,NM,Llano,35.41,0
Block Group,misc_pos,"Therapist, music",35,CA,Mountain Center,169.04,0
"O'Connell, Botsford and Han",home,Museum/gallery exhibitions officer,31,CO,Colorado Springs,29.55,0
"Jenkins, Hauck and Friesen",gas_transport,"Engineer, maintenance",67,OR,Gardiner,72.19,0
Barton Inc,grocery_pos,Planning and development surveyor,41,OR,Lake Oswego,201.79,0
Bailey-Mo,grocery_pos,Petroleum engineer,36,AZ,Superior,223.25,0
Turner LLC,travel,"Engineer, petroleum",86,OR,Scotts Mills,8.05,0
"Gottlieb, Considine and Schultz",shopping_net,Education administrator,57,CA,Vinton,721.51,0
Bauch-Rayno,grocery_pos,Contractor,42,AZ,Phoenix,175.86,0
Roob LLC,grocery_net,Museum/gallery exhibitions officer,31,CO,Colorado Springs,59.56,0
Jakubowski Inc,home,Water engineer,48,CO,Littleton,100.07,0
Nolan-Williamson,kids_pets,Futures trader,30,UT,American Fork,109.87,0
Connelly-Carte,home,Physiotherapist,56,HI,Honokaa,53.15,0
Renner Lt,home,IT consultant,34,NM,Crownpoint,135.15,0
Reilly and Sons,health_fitness,Cartographer,57,ID,Mesa,4.06,0
Heller-Langosh,gas_transport,Research scientist (maths),95,NE,Howells,49.74,0
Friesen Lt,health_fitness,Materials engineer,81,WY,Yellowstone National Park,11.09,0
Schuppe-Schuppe,food_dining,Learning mentor,68,CA,Indian Wells,136.11,0
Huels-Hahn,gas_transport,"Therapist, art",35,NM,Moriarty,72.59,0
Wuckert-Goldne,home,"Research officer, political party",39,WA,Conway,8.05,0
"Swaniawski, Lowe and Robel",shopping_pos,Systems analyst,57,OR,Lowell,7.18,0
Goyette-Gerhol,kids_pets,"Research officer, political party",39,WA,Conway,26.8,0
"Koss, McLaughlin and Maye",food_dining,Chartered public finance accountant,64,CA,San Diego,64.66,0
Reichel Inc,entertainment,Mental health nurse,45,CO,Dumont,75.07,0
Huels-Nolan,gas_transport,Cartographer,57,ID,Mesa,62.75,0
Bednar Group,misc_net,Naval architect,56,NM,High Rolls Mountain Park,360.19,0
Kilback LLC,grocery_pos,"Engineer, automotive",49,NE,Hooper,81.3,0
Kutch and Sons,grocery_pos,"Therapist, music",35,CA,Mountain Center,98.15,0
Reilly LLC,home,Clothing/textile technologist,24,WA,Tekoa,126.81,0
Kihn Inc,shopping_pos,Investment analyst,49,MO,Redford,5.81,0
"Hauck, Dietrich and Funk",kids_pets,Cartographer,57,ID,Mesa,6.7,0
Kozey-Kuhlman,personal_care,Armed forces training and education officer,64,CA,Port Costa,60.35,0
Morissette PLC,shopping_pos,Planning and development surveyor,41,OR,Lake Oswego,1.94,0
"Hills, Hegmann and Schaefe",health_fitness,"Administrator, local government",50,WY,Alva,71.05,0
Nader-Maggio,personal_care,Counselling psychologist,23,AZ,Phoenix,1.42,0
"Little, Gutmann and Lynch",shopping_net,Architectural technologist,62,NM,Llano,3.7,0
Bode-Rempel,kids_pets,Immigration officer,36,CA,Fiddletown,52.16,0
Botsford Lt,shopping_pos,Web designer,40,CA,Smith River,156.85,0
Ernser-Lynch,food_dining,Counselling psychologist,23,AZ,Phoenix,11.08,0
"Hermiston, Pacocha and Smith",health_fitness,Freight forwarder,47,WY,Fort Washakie,76.21,0
O'Keefe-Hudson,grocery_pos,Water engineer,48,CO,Littleton,201.36,0
Dickinson Lt,personal_care,Early years teacher,50,CA,Helm,83.04,0
"Lakin, Ferry and Beatty",food_dining,"Education officer, museum",56,WY,Freedom,27.4,0
Effertz LLC,entertainment,Land/geomatics surveyor,51,MO,Utica,14.2,0
Gerhold LLC,home,Health service manager,96,CA,June Lake,13.94,0
"Langosh, Wintheiser and Hyatt",food_dining,Armed forces training and education officer,64,CA,Port Costa,30.91,0
"Mante, Luettgen and Hackett",health_fitness,Land/geomatics surveyor,51,MO,Utica,18.66,0
Stark-Koss,home,Health physicist,52,CA,Newhall,102.38,0
Ullrich Lt,kids_pets,Agricultural consultant,73,MO,Blairstown,57.49,0
Waelchi-Wol,kids_pets,Musician,41,WA,Burbank,127.61,0
Wisozk and Sons,misc_pos,"Engineer, agricultural",43,MO,Kissee Mills,31.72,0
Towne LLC,misc_pos,"Engineer, production",30,MO,Independence,7.41,0
Roberts-Beahan,misc_pos,Product designer,88,NE,Westerville,5.02,0
"Quitzon, Green and Bashirian",shopping_pos,"Therapist, horticultural",47,CA,Huntington Beach,48.99,0
Miller-Harris,misc_net,Special educational needs teacher,45,WA,Orient,30.53,0
Emmerich-Luettgen,grocery_net,"Therapist, music",35,CA,Mountain Center,28.14,0
Morissette PLC,shopping_pos,"Designer, exhibition/display",51,CA,Sun City,9.87,0
O'Keefe-Wisoky,food_dining,Historic buildings inspector/conservation officer,51,NM,Espanola,16.25,0
"Schumm, Bauch and Ondrick",grocery_pos,Freight forwarder,47,WY,Fort Washakie,100.45,0
Fisher Inc,shopping_net,"Research officer, political party",39,WA,Conway,374.03,0
Torphy-Goyette,shopping_pos,Product designer,88,NE,Westerville,65.28,0
Larson-Moen,entertainment,Counsellor,35,MO,Kansas City,140.7,0
"Larkin, Stracke and Greenfelde",entertainment,Airline pilot,38,CA,Napa,161.97,0
McCullough Group,grocery_net,Metallurgist,48,NE,Carroll,51.26,0
Heidenreich PLC,grocery_pos,"Therapist, horticultural",47,CA,Huntington Beach,218.05,0
Block-Parisian,misc_net,Museum education officer,81,OR,Kent,1.42,0
Friesen-D'Amore,gas_transport,Production manager,38,MO,Wheaton,56.27,0
Corwin-Gorczany,misc_net,Advertising account planner,41,CA,Glendale,1.35,0
Shields-Wunsch,health_fitness,Freight forwarder,47,WY,Fort Washakie,74.81,0
"Kutch, Steuber and Gerhol",food_dining,Aeronautical engineer,44,MO,Matthews,154.5,0
Hermann and Sons,shopping_pos,Forensic psychologist,62,OR,Westfir,56.52,0
Kovacek Lt,travel,Systems analyst,57,OR,Lowell,2.59,0
"Denesik, Powlowski and Pouros",home,Community arts worker,54,CO,Iliff,70.71,0
Gislason Group,travel,"Civil engineer, contracting",68,AZ,Humboldt,5.1,0
"Denesik, Powlowski and Pouros",home,Education administrator,57,CA,Vinton,29.33,0
Berge-Ullrich,home,Chartered public finance accountant,64,CA,San Diego,254.7,0
Labadie LLC,personal_care,Podiatrist,51,CA,Lakeport,6.18,0
Runte-Moh,food_dining,Armed forces training and education officer,64,CA,Port Costa,17.83,0
Spinka Inc,grocery_net,Research scientist (physical sciences),42,WY,Lonetree,51.54,0
Thiel PLC,misc_pos,Immigration officer,36,CA,Fiddletown,35.16,0
Rodriguez Group,gas_transport,Naval architect,56,NM,High Rolls Mountain Park,46.13,0
Lebsack and Sons,misc_net,"Civil engineer, contracting",68,AZ,Humboldt,17.75,0
"Reichert, Shanahan and Hayes",shopping_net,Public house manager,49,WA,Burlington,642.55,0
Pfeffer and Sons,shopping_pos,Town planner,57,MO,Luray,52.86,0
Schoen Lt,kids_pets,Health service manager,96,CA,June Lake,82.37,0
Haley Group,misc_pos,"Surveyor, mining",50,NE,Fullerton,69.95,0
"Ritchie, Oberbrunner and Cremin",travel,"Civil engineer, contracting",62,CA,Santa Monica,9.65,0
Bailey-Mo,grocery_pos,Systems analyst,57,OR,Lowell,104.53,0
Friesen-D'Amore,gas_transport,"Scientist, research (maths)",32,HI,Paauilo,58.57,0
Halvorson Group,misc_pos,"Pilot, airline",35,WY,Laramie,200.63,0
Upton PLC,entertainment,Barrister,87,OR,Cascade Locks,71.51,0
Maggio-Fahey,misc_pos,Tax inspector,35,MO,Rocky Mount,5.39,0
"Hartmann, Rowe and Hermann",travel,"Scientist, research (maths)",32,HI,Paauilo,9.71,0
Herman Inc,misc_pos,"Therapist, art",35,NM,Moriarty,4.94,0
"Kuhic, Bins and Pfeffe",shopping_net,Civil Service fast streamer,40,CA,Azusa,5.97,0
Goyette-Herzog,travel,"Surveyor, minerals",36,UT,Thompson,1.18,0
Bernhard Inc,gas_transport,"Education officer, museum",56,WY,Freedom,31.92,0
Grimes LLC,entertainment,Historic buildings inspector/conservation officer,51,NM,Espanola,8.79,0
"Connelly, Reichert and Fritsch",gas_transport,"Nurse, mental health",75,NE,Roseland,79.57,0
Price Inc,shopping_net,Armed forces training and education officer,64,CA,Port Costa,454.33,0
Jast-McDermott,shopping_pos,"Surveyor, land/geomatics",35,NM,Red River,8.11,0
Prohaska-Murray,gas_transport,"Surveyor, minerals",36,UT,Thompson,77.66,0
Dibbert and Sons,entertainment,Public house manager,49,WA,Burlington,76.59,0
Mayert Group,shopping_pos,Chartered legal executive (England and Wales),56,CA,Blairsden-Graeagle,2.37,0
Jast and Sons,food_dining,Cytogeneticist,69,MO,Browning,25.06,0
Breitenberg LLC,travel,"Engineer, petroleum",86,OR,Scotts Mills,7.52,0
Rutherford-Mertz,grocery_pos,Cartographer,57,ID,Mesa,140.28,0
Bernhard Inc,gas_transport,Historic buildings inspector/conservation officer,51,NM,Espanola,91.76,0
Mosciski Group,travel,Electronics engineer,34,MO,Centerview,6.28,0
Kutch LLC,gas_transport,"Investment banker, corporate",73,MO,Unionville,75.56,0
Berge-Ullrich,home,Health service manager,96,CA,June Lake,33.52,0
Schmidt-Larkin,home,Petroleum engineer,36,AZ,Superior,45.82,0
"Hagenes, Kohler and Hoppe",food_dining,Insurance broker,44,UT,Woods Cross,21.0,0
Hilpert-Conroy,kids_pets,"Engineer, petroleum",86,OR,Scotts Mills,141.97,0
"Gutmann, McLaughlin and Wiz",home,Geoscientist,26,CA,San Jose,60.56,0
Metz-Boehm,shopping_pos,Public house manager,49,WA,Burlington,123.36,0
Lynch Lt,shopping_pos,Futures trader,30,UT,American Fork,5.45,0
Kuhn LLC,misc_net,Public house manager,49,WA,Burlington,24.04,0
Bailey-Mo,grocery_pos,"Scientist, research (maths)",32,HI,Paauilo,74.58,0
Auer LLC,personal_care,"Engineer, building services",60,OR,Portland,36.4,0
"Lang, Towne and Schuppe",kids_pets,Chemical engineer,60,CA,Palmdale,50.42,0
"Witting, Beer and Ernse",home,Human resources officer,56,NE,Manley,51.63,0
Deckow-O'Conne,grocery_pos,Water engineer,48,CO,Littleton,160.38,0
"Douglas, DuBuque and McKenzie",travel,Occupational hygienist,63,MO,Saint Louis,9.31,0
"Weimann, Kuhic and Beahan",shopping_pos,"Nurse, children's",43,NE,North Loup,112.08,0
"Turcotte, McKenzie and Koss",entertainment,Tax inspector,35,MO,Rocky Mount,3.06,0
Block-Parisian,misc_net,Airline pilot,38,CA,Napa,8.47,0
Ankunding-Carroll,travel,Immigration officer,36,CA,Fiddletown,419.18,0
"Yost, Block and Koepp",misc_pos,Dealer,71,NE,Weeping Water,35.84,0
"Nicolas, Hills and McGlynn",entertainment,"Lecturer, higher education",30,WY,Riverton,18.85,0
Kilback Group,food_dining,Land/geomatics surveyor,51,MO,Utica,63.29,0
Kuphal-Toy,food_dining,Clothing/textile technologist,24,WA,Tekoa,1.14,0
Crooks and Sons,personal_care,Land/geomatics surveyor,38,MO,Arnold,5.77,0
Jewess LLC,shopping_pos,"Surveyor, minerals",36,UT,Thompson,5.43,0
"Lockman, West and Runte",grocery_pos,Immigration officer,36,CA,Fiddletown,94.51,0
Powlowski-Weimann,food_dining,"Therapist, art",35,NM,Moriarty,3.44,0
"Greenholt, O'Hara and Balistreri",shopping_net,Immigration officer,36,CA,Fiddletown,95.34,0
"Greenholt, O'Hara and Balistreri",shopping_net,Barista,49,CA,Oakland,4.35,0
Gulgowski LLC,home,Osteopath,39,WA,Issaquah,85.94,0
Marks Inc,gas_transport,Education administrator,57,CA,Vinton,56.41,0
Bailey-Mo,grocery_pos,Advertising account planner,41,CA,Glendale,89.59,0
Lubowitz-Walte,kids_pets,"Surveyor, minerals",83,NE,Campbell,13.06,0
Powlowski-Weimann,food_dining,"Pharmacist, hospital",63,CA,San Diego,35.01,0
Kuhn Group,food_dining,"Pharmacist, hospital",63,CA,San Diego,25.16,0
"Lakin, Ferry and Beatty",food_dining,Glass blower/designer,53,MO,Williamsburg,51.88,0
Breitenberg-Hermiston,kids_pets,Network engineer,67,CO,Kirk,50.46,0
"Fadel, Mertz and Rippin",entertainment,Research scientist (maths),95,NE,Howells,57.08,0
Reilly and Sons,health_fitness,Geoscientist,26,CA,San Jose,63.57,0
Haley Group,misc_pos,"Therapist, art",35,NM,Moriarty,5.82,0
Pagac LLC,shopping_pos,Firefighter,50,CA,Norwalk,2.82,0
"Walter, Hettinger and Kessle",personal_care,Health service manager,96,CA,June Lake,11.32,0
Friesen-Stamm,gas_transport,Science writer,68,CA,San Jose,49.27,0
Durgan-Aue,misc_net,Planning and development surveyor,41,OR,Lake Oswego,51.71,0
"Moen, Reinger and Murphy",grocery_pos,Research scientist (physical sciences),42,WY,Lonetree,96.85,0
Conroy-Em,food_dining,Agricultural consultant,73,MO,Blairstown,103.64,0
"Adams, Kovacek and Kuhlman",grocery_net,Counselling psychologist,23,AZ,Phoenix,33.03,0
Donnelly PLC,misc_net,Public relations account executive,84,CO,Meredith,11.51,0
Schaefer Lt,kids_pets,"Lecturer, higher education",30,WY,Riverton,17.86,0
Schuppe LLC,entertainment,"Education officer, museum",56,WY,Freedom,138.39,0
"Effertz, Welch and Schowalte",entertainment,Cartographer,57,ID,Mesa,19.87,0
Cummings LLC,gas_transport,Water engineer,48,CO,Littleton,52.35,0
"Schroeder, Hauck and Treutel",entertainment,Occupational psychologist,69,CA,Tomales,2.65,0
Hackett Group,travel,Wellsite geologist,67,CA,Claremont,793.13,0
Berge LLC,gas_transport,"Investment banker, corporate",73,MO,Unionville,87.72,0
"Osinski, Ledner and Leuschke",grocery_pos,Web designer,40,CA,Smith River,124.56,0
Schmidt-Larkin,home,Educational psychologist,42,WY,Manville,3.59,0
Goyette-Gerhol,kids_pets,"Engineer, production",30,MO,Independence,51.11,0
Schmitt Inc,gas_transport,"Geologist, engineering",66,AZ,Parks,70.82,0
Beer-Jast,kids_pets,Petroleum engineer,36,AZ,Superior,65.12,0
"Swaniawski, Nitzsche and Welch",health_fitness,Chartered public finance accountant,64,CA,San Diego,31.51,0
"Hermiston, Pacocha and Smith",health_fitness,Musician,41,WA,Burbank,54.59,0
Maggio-Fahey,misc_pos,Glass blower/designer,53,MO,Williamsburg,40.9,0
Kris-Padberg,shopping_pos,Public librarian,49,WY,Jelm,3.78,0
Ullrich Lt,kids_pets,Further education lecturer,35,CO,Pueblo,112.09,0
Stamm-Rodriguez,misc_pos,"Engineer, communications",22,MO,Ballwin,14.64,0
Reichert-Weissnat,travel,Cytogeneticist,69,MO,Browning,3.43,0
Terry Lt,home,"Engineer, maintenance",67,OR,Gardiner,29.32,0
"Brown, Homenick and Lesch",health_fitness,Water engineer,48,CO,Littleton,75.82,0
Leannon-W,food_dining,Charity officer,56,NM,Albuquerque,89.96,0
"Lehner, Mosciski and King",misc_net,Chiropodist,56,NE,Sprague,9.51,0
Terry Lt,home,Contractor,42,AZ,Phoenix,16.78,0
Beier LLC,entertainment,Historic buildings inspector/conservation officer,51,NM,Espanola,12.49,0
Marvin-Lin,personal_care,"Investment banker, corporate",73,MO,Unionville,3.77,0
Dickinson-Rempel,misc_pos,Cytogeneticist,69,MO,Browning,7.07,0
Renner Lt,home,Further education lecturer,35,CO,Pueblo,50.76,0
"Yost, Block and Koepp",misc_pos,Counsellor,35,MO,Kansas City,35.17,0
Price Inc,shopping_net,Marketing executive,31,CA,Parker Dam,101.36,0
"Hettinger, McCullough and Fay",home,Insurance broker,44,UT,Woods Cross,16.19,0
"Metz, Russel and Metz",kids_pets,"Therapist, occupational",72,CA,Carlotta,19.5,0
Pacocha-O'Reilly,grocery_pos,"Education officer, museum",56,WY,Freedom,114.87,0
Kautzer and Sons,personal_care,"Engineer, agricultural",43,MO,Kissee Mills,73.97,0
"Mueller, Gerhold and Muelle",health_fitness,Materials engineer,91,CO,Parker,10.07,0
Morissette PLC,shopping_pos,"Buyer, industrial",32,CA,Daly City,233.05,0
Hudson-Ratke,grocery_pos,Airline pilot,38,CA,Napa,175.5,0
Kris-Padberg,shopping_pos,"Scientist, audiological",60,UT,Mendon,8.23,0
Cartwright-Harris,grocery_pos,Music therapist,39,WY,Rock Springs,226.77,0
Medhurst Inc,home,Sales executive,53,CA,Laguna Hills,37.44,0
Christiansen-Gusikowski,misc_pos,Music therapist,39,WY,Rock Springs,10.93,0
Champlin-Caspe,home,Investment analyst,49,MO,Redford,8.98,0
Hudson-Grady,shopping_pos,Human resources officer,56,NE,Manley,9.83,0
Kutch LLC,gas_transport,Video editor,67,WA,Ashford,59.1,0
"Hermiston, Pacocha and Smith",health_fitness,Radio broadcast assistant,28,OR,Shedd,133.32,0
"Labadie, Treutel and Bode",shopping_net,Associate Professor,56,NE,Brainard,150.94,0
"Torp, Muller and Bore",health_fitness,Magazine features editor,44,CA,Sacramento,22.94,0
Collier LLC,home,Production manager,66,ID,Spirit Lake,10.85,0
"Langosh, Wintheiser and Hyatt",food_dining,"Investment banker, corporate",73,MO,Unionville,92.11,0
Schoen-Quigley,kids_pets,Insurance broker,41,NE,Sutherland,4.9,0
Huels-Hahn,gas_transport,"Research officer, political party",39,WA,Conway,45.97,0
Emmerich-R,personal_care,Immigration officer,36,CA,Fiddletown,75.55,0
Hickle Group,shopping_pos,Nature conservation officer,61,ID,Malad City,9.33,0
Emard Inc,gas_transport,"Surveyor, land/geomatics",45,NM,Kirtland Afb,69.81,0
"Hettinger, McCullough and Fay",home,"Surveyor, mining",50,NE,Fullerton,3.11,0
Erdman-Kertzmann,gas_transport,Historic buildings inspector/conservation officer,51,NM,Espanola,59.74,0
Botsford and Sons,home,Water engineer,48,CO,Littleton,45.54,0
Kutch LLC,gas_transport,Armed forces training and education officer,64,CA,Port Costa,79.88,0
Durgan-Aue,misc_net,Investment analyst,49,MO,Redford,42.01,0
Schiller Lt,personal_care,"Therapist, art",35,NM,Moriarty,39.25,0
Auer-Mosciski,grocery_pos,"Sales professional, IT",33,UT,Altonah,142.78,0
Hamill-D'Amore,health_fitness,Community arts worker,54,CO,Iliff,70.39,0
Bahringer Group,health_fitness,Systems analyst,77,CA,Grenada,7.83,0
Larkin Lt,kids_pets,Counsellor,35,MO,Kansas City,16.34,0
Ledner-Pfannerstill,gas_transport,"Surveyor, minerals",36,UT,Thompson,71.01,0
Kemmer-Buckridge,misc_pos,"Scientist, research (maths)",32,HI,Paauilo,1.39,0
Emmerich-R,personal_care,"Engineer, production",30,MO,Independence,132.09,0
"Yost, Schamberger and Windle",kids_pets,Call centre manager,65,CA,Greenview,66.03,0
Pouros-Haag,shopping_pos,Learning mentor,68,CA,Indian Wells,25.34,0
Dickinson Lt,personal_care,"Pilot, airline",35,WY,Laramie,3.66,0
Padberg-Rogahn,entertainment,"Pilot, airline",35,WY,Laramie,33.99,0
"Okuneva, Schneider and R",shopping_pos,Education administrator,57,CA,Vinton,4.09,0
Champlin and Sons,home,Barista,49,CA,Oakland,60.31,0
