merchant,category,job,age,state,city,amount
"Hettinger, McCullough and Fay",home,Sales executive,53,CA,Laguna Hills,16.62
Champlin-Caspe,home,Podiatrist,51,CA,Lakeport,97.22
"Hintz, Bauch and Smith",health_fitness,Armed forces training and education officer,64,CA,Port Costa,11.64
Harber Inc,gas_transport,Electronics engineer,34,MO,Centerview,45.88
Torp-Labadie,gas_transport,"Engineer, agricultural",43,MO,Kissee Mills,65.63
"Herman, Treutel and Dickens",misc_net,Historic buildings inspector/conservation officer,51,NM,Espanola,2.38
Koepp-Witting,grocery_pos,Tax inspector,35,MO,Rocky Mount,79.77
Terry-Huel,shopping_net,"Surveyor, minerals",83,NE,Campbell,42.84
Heller-Abshire,grocery_net,Television/film/video producer,66,NE,Nelson,48.37
Bartoletti-Wunsch,gas_transport,Cartographer,57,ID,Mesa,61.23
Friesen Lt,health_fitness,Advertising account planner,41,CA,Glendale,26.46
"Schultz, Simonis and Little",grocery_pos,Petroleum engineer,36,AZ,Superior,216.12
"Bernier, Volkman and Hoege",misc_net,Public librarian,49,WY,Jelm,18.32
Nienow PLC,entertainment,Systems analyst,57,OR,Lowell,24.36
Smitham-Schille,grocery_net,Intelligence analyst,52,ID,Meridian,69.91
"Reinger, Weissnat and Strosin",food_dining,Geoscientist,26,CA,San Jose,50.8
"Hyatt, Russel and Gleichne",health_fitness,Local government officer,69,OR,Powell Butte,62.04
"Mante, Luettgen and Hackett",health_fitness,"Education officer, museum",56,WY,Freedom,76.0
"Moen, Reinger and Murphy",grocery_pos,"Surveyor, minerals",83,NE,Campbell,186.88
Reilly and Sons,health_fitness,Science writer,68,CA,San Jose,16.21
"Cole, Hills and Jewess",home,Historic buildings inspector/conservation officer,51,NM,Espanola,80.99
Kiehn-Emmerich,grocery_pos,"Surveyor, minerals",83,NE,Campbell,136.76
Gottlieb Group,kids_pets,"Pilot, airline",35,WY,Laramie,23.27
VonRueden Group,grocery_net,Chartered public finance accountant,64,CA,San Diego,73.88
"Raynor, Feest and Mille",gas_transport,Freight forwarder,47,WY,Fort Washakie,74.06
Terry Lt,home,Public relations account executive,84,CO,Meredith,104.85
"Streich, Dietrich and Barton",shopping_net,Telecommunications researcher,73,NE,Holstein,8.85
"Rowe, Batz and Goodwin",grocery_pos,Music therapist,39,WY,Rock Springs,181.38
Williamson LLC,misc_pos,Contractor,42,AZ,Phoenix,53.83
Bernier and Sons,kids_pets,Product designer,88,NE,Westerville,71.8
Goodwin-Nitzsche,grocery_pos,Land/geomatics surveyor,38,MO,Arnold,47.79
Cartwright PLC,kids_pets,Dealer,47,OR,Athena,52.89
Morissette PLC,shopping_pos,Firefighter,50,CA,Norwalk,420.28
Beier-Hyatt,shopping_pos,Clothing/textile technologist,24,WA,Tekoa,134.9
Goyette Inc,shopping_net,"Engineer, maintenance",67,OR,Gardiner,12.42
Jakubowski Group,food_dining,Firefighter,50,CA,Norwalk,17.36
Fahey Inc,kids_pets,Early years teacher,50,CA,Helm,47.57
Breitenberg-Hermiston,kids_pets,Telecommunications researcher,73,NE,Holstein,19.88
Schoen-Quigley,kids_pets,Firefighter,50,CA,Norwalk,89.27
Stiedemann Inc,misc_pos,Magazine features editor,44,CA,Sacramento,1.4
"Bahringer, Bergnaum and Quitzon",home,"Therapist, occupational",72,CA,Carlotta,13.38
"Reichert, Huels and Hoppe",shopping_net,Petroleum engineer,36,AZ,Superior,1.01
"Lind, Huel and McClure",gas_transport,Agricultural consultant,73,MO,Blairstown,45.54
Mohr-Baye,shopping_net,Museum/gallery exhibitions officer,31,CO,Colorado Springs,1.82
Medhurst Inc,home,Public relations account executive,84,CO,Meredith,9.01
Pfeffer and Sons,shopping_pos,Special educational needs teacher,45,WA,Orient,5.02
Bins-Rice,gas_transport,Retail merchandiser,95,OR,Sixes,48.61
"Douglas, Schneider and Turne",shopping_pos,Airline pilot,38,CA,Napa,470.26
Koss and Sons,gas_transport,Retail merchandiser,95,OR,Sixes,42.8
Lind-Buckridge,entertainment,Radio broadcast assistant,28,OR,Shedd,73.29
Kilback and Sons,entertainment,Music therapist,39,WY,Rock Springs,122.27
Kirlin and Sons,personal_care,Cartographer,57,ID,Mesa,39.33
Mohr-Baye,shopping_net,Tax inspector,35,MO,Rocky Mount,6.12
"Lang, Towne and Schuppe",kids_pets,Freight forwarder,47,WY,Fort Washakie,52.31
Hintz-Bruen,grocery_net,"Surveyor, mining",50,NE,Fullerton,65.37
Auer-Mosciski,grocery_pos,Dealer,71,NE,Weeping Water,110.8
Kassulke PLC,shopping_net,Public relations account executive,84,CO,Meredith,4.29
"Robel, Cummerata and Prosacco",gas_transport,Colour technologist,64,MO,Camden,82.86
Spencer PLC,entertainment,Product/process development scientist,50,WY,Lagrange,13.26
Romaguera and Sons,travel,Network engineer,67,CO,Kirk,1.52
"Conroy, Balistreri and Gorczany",health_fitness,Futures trader,30,UT,American Fork,15.97
"Haley, Jewess and Bechtel",shopping_pos,Museum education officer,81,OR,Kent,3.21
Strosin-Cruickshank,grocery_pos,"Therapist, occupational",72,CA,Carlotta,120.31
Schimmel-Olson,kids_pets,Educational psychologist,42,WY,Manville,60.55
Nader-Helle,misc_net,Tourist information centre manager,48,MO,Meadville,98.0
"Prosacco, Kreiger and Kovacek",home,Metallurgist,48,NE,Carroll,83.89
"Schneider, Hayes and Nikolaus",food_dining,Location manager,33,UT,Moab,108.3
Cole PLC,grocery_pos,"Therapist, music",35,CA,Mountain Center,96.33
"Graham, Hegmann and Hammes",food_dining,Mental health nurse,45,CO,Dumont,56.62
Daugherty-Thompson,food_dining,Water engineer,48,CO,Littleton,66.97
Bernhard Inc,gas_transport,Investment analyst,49,MO,Redford,76.58
Erdman-Ebert,personal_care,"Engineer, agricultural",43,MO,Kissee Mills,74.56
"Casper, Hand and Zul",grocery_pos,Land/geomatics surveyor,51,MO,Utica,119.4
Rutherford-Mertz,grocery_pos,Advertising account planner,41,CA,Glendale,38.84
"Hayes, Marquardt and Dibbert",misc_net,Water engineer,48,CO,Littleton,12.57
"Prosacco, Kreiger and Kovacek",home,Chartered public finance accountant,64,CA,San Diego,15.45
Miller-Hauck,grocery_pos,"Scientist, physiological",59,OR,Eugene,111.32
Abshire PLC,entertainment,Mental health nurse,45,CO,Dumont,82.43
Dietrich-Fadel,health_fitness,Counselling psychologist,23,AZ,Phoenix,15.76
Bode-Schuste,kids_pets,Futures trader,30,UT,American Fork,12.82
Bins-Rice,gas_transport,Research scientist (maths),95,NE,Howells,73.57
Padberg-Saue,home,Special educational needs teacher,45,WA,Orient,122.0
Schmitt Inc,gas_transport,Architectural technologist,62,NM,Llano,57.63
Beier-Hyatt,shopping_pos,Tax inspector,35,MO,Rocky Mount,2.15
Cormier LLC,shopping_net,Health physicist,52,CA,Newhall,717.21
"Hyatt, Russel and Gleichne",health_fitness,Information systems manager,37,WY,Fort Washakie,10.36
Bailey-Mo,grocery_pos,Barrister,87,OR,Cascade Locks,159.12
Bogisich Inc,grocery_pos,Science writer,68,CA,San Jose,83.85
Kozey-Boehm,shopping_net,Music therapist,39,WY,Rock Springs,337.23
Abbott-Steube,personal_care,Clinical research associate,50,MO,Odessa,68.24
Stracke-Lemke,grocery_pos,Chartered public finance accountant,64,CA,San Diego,71.94
Tillman LLC,travel,Public librarian,49,WY,Jelm,4.68
Kerluke PLC,misc_net,Research scientist (physical sciences),46,OR,Newberg,12.02
Bruen-Yost,misc_pos,Armed forces training and education officer,64,CA,Port Costa,6.91
Labadie LLC,personal_care,Intelligence analyst,52,ID,Meridian,10.05
Kulas Group,health_fitness,Airline pilot,38,CA,Napa,73.86
"Klocko, Runolfsdottir and Breitenberg",health_fitness,Forensic psychologist,62,OR,Westfir,95.66
Beer-Jast,kids_pets,Podiatrist,51,CA,Lakeport,26.45
"Baumbach, Strosin and Nicolas",shopping_pos,Historic buildings inspector/conservation officer,51,NM,Espanola,6.62
Donnelly PLC,misc_net,"Therapist, occupational",72,CA,Carlotta,4.47
Kris-Padberg,shopping_pos,Futures trader,30,UT,American Fork,1.52
Kerluke-Abshire,shopping_net,"Therapist, art",35,NM,Moriarty,7.85
Lind-Buckridge,entertainment,"Therapist, art",35,NM,Moriarty,227.82
Bins-Rice,gas_transport,Airline pilot,38,CA,Napa,103.76
Bahringer-Streich,food_dining,Insurance broker,41,NE,Sutherland,9.14
Sporer Inc,gas_transport,Armed forces training and education officer,64,CA,Port Costa,64.03
"Cremin, Hamill and Reichel",misc_pos,Systems analyst,77,CA,Grenada,89.2
Cartwright PLC,kids_pets,"Engineer, production",30,MO,Independence,12.6
Schmitt Inc,gas_transport,Immigration officer,36,CA,Fiddletown,72.51
Kassulke PLC,shopping_net,Armed forces training and education officer,64,CA,Port Costa,2.66
Champlin-Caspe,home,Musician,41,WA,Burbank,40.13
Jakubowski Group,food_dining,Immigration officer,36,CA,Fiddletown,57.98
"O'Connell, Botsford and Han",home,Firefighter,50,CA,Norwalk,98.62
Denesik and Sons,shopping_pos,Water engineer,48,CO,Littleton,16.25
Bednar Group,misc_net,Agricultural consultant,73,MO,Blairstown,9.23
Macejkovic-Lesch,shopping_pos,Futures trader,30,UT,American Fork,375.24
"Mosciski, Ziemann and Farrell",shopping_net,Airline pilot,38,CA,Napa,937.51
Bogisich-Weimann,kids_pets,Cytogeneticist,69,MO,Browning,20.2
"Altenwerth, Cartwright and Koss",shopping_net,"Surveyor, land/geomatics",35,NM,Red River,1.13
Auer-West,shopping_net,"Therapist, music",35,CA,Mountain Center,2.59
Hills-Boye,personal_care,"Therapist, art",35,NM,Moriarty,2.87
Labadie LLC,personal_care,"Teacher, adult education",34,CA,Wendel,2.6
"Lehner, Reichert and Mills",misc_pos,Research scientist (physical sciences),46,OR,Newberg,1.19
"Effertz, Welch and Schowalte",entertainment,Naval architect,56,NM,High Rolls Mountain Park,3.02
Goodwin-Nitzsche,grocery_pos,Wellsite geologist,67,CA,Claremont,108.79
"Mueller, Gerhold and Muelle",health_fitness,Aeronautical engineer,44,MO,Matthews,75.2
Kris-Weimann,misc_net,"Surveyor, minerals",36,UT,Thompson,3.33
Lockman Lt,grocery_pos,Education administrator,57,CA,Vinton,154.56
"Swaniawski, Lowe and Robel",shopping_pos,"Nurse, children's",43,NE,North Loup,9.87
"Monahan, Hermann and Johns",travel,Firefighter,50,CA,Norwalk,6.13
"Yost, Block and Koepp",misc_pos,Tax inspector,35,MO,Rocky Mount,9.99
Lemke and Sons,travel,Intelligence analyst,52,ID,Meridian,4.26
Heathcote LLC,shopping_net,Counsellor,35,MO,Kansas City,4.09
McGlynn-Jaskolski,misc_pos,"Engineer, building services",60,OR,Portland,6.45
Volkman PLC,food_dining,Tax inspector,35,MO,Rocky Mount,246.1
Roob-Okunev,health_fitness,Chartered public finance accountant,64,CA,San Diego,4.09
Volkman Lt,misc_net,Production manager,38,MO,Wheaton,2.2
"Cormier, Stracke and Thiel",entertainment,Product/process development scientist,50,WY,Lagrange,32.07
"Berge, Kautzer and Harris",personal_care,"Designer, exhibition/display",51,CA,Sun City,28.18
Champlin-Caspe,home,"Surveyor, mining",50,NE,Fullerton,27.91
"Reichert, Rowe and Mraz",shopping_net,Metallurgist,48,NE,Carroll,96.33
Rau and Sons,grocery_pos,Human resources officer,38,CO,Red Cliff,98.65
Kassulke Inc,entertainment,Dealer,71,NE,Weeping Water,35.57
Christiansen-Gusikowski,misc_pos,"Scientist, physiological",59,OR,Eugene,14.49
Frami Group,entertainment,Metallurgist,48,NE,Carroll,75.14
Corwin-Collins,gas_transport,Systems analyst,77,CA,Grenada,82.44
Eichmann-Russel,misc_pos,Production manager,38,MO,Wheaton,35.07
"McDermott, Osinski and Mo",home,Investment analyst,49,MO,Redford,95.27
Boyer-Reichert,shopping_net,Aeronautical engineer,44,MO,Matthews,2.48
Padberg-Welch,grocery_pos,Public relations account executive,84,CO,Meredith,155.07
"Douglas, Schneider and Turne",shopping_pos,Radio broadcast assistant,28,OR,Shedd,9.35
Padberg-Welch,grocery_pos,Local government officer,69,OR,Powell Butte,138.47
McCullough Group,grocery_net,Location manager,33,UT,Moab,26.63
Goyette-Gerhol,kids_pets,"Sales professional, IT",33,UT,Altonah,35.77
Baumbach Lt,personal_care,Health physicist,52,CA,Newhall,14.57
Shields-Wunsch,health_fitness,Wellsite geologist,67,CA,Claremont,36.1
O'Keefe-Wisoky,food_dining,Science writer,68,CA,San Jose,56.96
"Brown, Homenick and Lesch",health_fitness,"Engineer, maintenance",67,OR,Gardiner,143.58
"Roob, Conn and Tremblay",shopping_pos,Dealer,71,NE,Weeping Water,5.28
Reilly and Sons,health_fitness,Public relations account executive,59,NM,Lamy,80.61
"Eichmann, Bogan and Rodriguez",gas_transport,Historic buildings inspector/conservation officer,51,NM,Espanola,63.47
"Schneider, Hayes and Nikolaus",food_dining,Community arts worker,54,CO,Iliff,85.99
Feil-Mo,health_fitness,Barrister,87,OR,Cascade Locks,101.74
Spencer-Runolfsson,misc_pos,Intelligence analyst,52,ID,Meridian,53.91
Kunze Inc,grocery_pos,Chartered public finance accountant,64,CA,San Diego,82.48
Altenwerth-Kilback,home,"Surveyor, minerals",83,NE,Campbell,9.47
Mraz-Herzog,gas_transport,Tax inspector,35,MO,Rocky Mount,68.33
"Streich, Rolfson and Wilderman",kids_pets,"Therapist, occupational",72,CA,Carlotta,7.52
Kilback LLC,food_dining,Location manager,33,UT,Moab,13.61
Schuppe LLC,entertainment,Osteopath,39,WA,Issaquah,134.44
Kuhn LLC,shopping_pos,Glass blower/designer,53,MO,Williamsburg,133.94
Kilback LLC,grocery_pos,Public relations account executive,84,CO,Meredith,124.99
"Osinski, Ledner and Leuschke",grocery_pos,Mental health nurse,45,CO,Dumont,91.2
Kutch-Wilderman,home,Music therapist,39,WY,Rock Springs,151.34
Feil-Mo,health_fitness,Counselling psychologist,23,AZ,Phoenix,5.4
Smith-Stokes,misc_pos,Public relations account executive,84,CO,Meredith,2.38
O'Keefe-Hudson,grocery_pos,Museum/gallery exhibitions officer,31,CO,Colorado Springs,161.62
Homenick LLC,personal_care,Public relations account executive,84,CO,Meredith,62.49
Schaefer Lt,kids_pets,Information systems manager,37,WY,Fort Washakie,146.42
"Moore, Williamson and Emmerich",home,"Designer, exhibition/display",51,CA,Sun City,122.15
"Heathcote, Yost and Kertzmann",shopping_net,Health service manager,96,CA,June Lake,7.3
Denesik and Sons,shopping_pos,"Engineer, automotive",49,NE,Hooper,8.82
Bartoletti and Sons,personal_care,Agricultural consultant,73,MO,Blairstown,26.65
"Connelly, Reichert and Fritsch",gas_transport,Licensed conveyancer,23,NM,Ruidoso,56.68
"Stanton, Jakubowski and Baumbach",shopping_net,"Buyer, industrial",32,CA,Daly City,83.59
"Herman, Treutel and Dickens",misc_net,Television/film/video producer,66,NE,Nelson,5.61
"Schuppe, Nolan and Hoege",shopping_pos,Osteopath,39,WA,Issaquah,1.19
Zulauf LLC,personal_care,"Surveyor, minerals",83,NE,Campbell,116.47
"Reichert, Rowe and Mraz",shopping_net,"Surveyor, mining",50,NE,Fullerton,6.7
Kiehn-Emmerich,grocery_pos,"Surveyor, minerals",83,NE,Campbell,101.81
"Rohan, White and Aufderh",misc_net,"Civil engineer, contracting",68,AZ,Humboldt,874.52
"Crist, Jakubowski and Littel",home,"Administrator, local government",50,WY,Alva,84.53
Homenick LLC,personal_care,Chief Marketing Officer,80,WA,Colton,23.82
Erdman-Durgan,health_fitness,"Engineer, building services",60,OR,Portland,3.02
Botsford and Sons,home,Community arts worker,54,CO,Iliff,18.04
"Bernier, Streich and Jewess",grocery_net,Clothing/textile technologist,24,WA,Tekoa,8.84
"Mante, Luettgen and Hackett",health_fitness,Production manager,66,ID,Spirit Lake,7.39
Goyette-Herzog,travel,Clothing/textile technologist,24,WA,Tekoa,1.05
"Crist, Jakubowski and Littel",home,"Sales professional, IT",33,UT,Altonah,16.88
"Greenholt, O'Hara and Balistreri",shopping_net,Public relations account executive,84,CO,Meredith,1.28
Ernser-Feest,home,Advertising account planner,41,CA,Glendale,73.95
Kilback LLC,grocery_pos,Tourist information centre manager,48,MO,Meadville,86.1
Volkman Lt,misc_net,"Buyer, industrial",32,CA,Daly City,56.38
Dooley-Thompson,misc_net,"Surveyor, minerals",36,UT,Thompson,8.39
"Hettinger, McCullough and Fay",home,"Engineer, production",30,MO,Independence,19.09
Bode-Rempel,kids_pets,Educational psychologist,71,NM,Loving,26.14
Watsica LLC,personal_care,"Surveyor, land/geomatics",45,NM,Kirtland Afb,13.52
Wisozk and Sons,misc_pos,"Engineer, petroleum",86,OR,Scotts Mills,1.36
Botsford Lt,shopping_pos,Land/geomatics surveyor,51,MO,Utica,1.35
Roberts-Beahan,misc_pos,Petroleum engineer,36,AZ,Superior,39.09
"Swaniawski, Lowe and Robel",shopping_pos,Chartered public finance accountant,64,CA,San Diego,2.54
Gottlieb Group,kids_pets,Network engineer,67,CO,Kirk,13.75
Zboncak LLC,food_dining,"Investment banker, corporate",73,MO,Unionville,65.6
Jast and Sons,food_dining,"Engineer, communications",22,MO,Ballwin,5.61
Hammes-Beatty,kids_pets,"Editor, magazine features",28,CA,Hawthorne,19.13
Kihn-Schuste,food_dining,Educational psychologist,42,WY,Manville,6.55
Schimmel-Olson,kids_pets,Health service manager,96,CA,June Lake,101.03
"Nitzsche, Kessler and Wol",shopping_pos,Health physicist,52,CA,Newhall,77.06
Eichmann-Kilback,home,"Designer, exhibition/display",51,CA,Sun City,23.91
"Conroy, Balistreri and Gorczany",health_fitness,Public librarian,49,WY,Jelm,3.71
Conroy Lt,shopping_pos,Health physicist,52,CA,Newhall,4.43
"Nitzsche, Kessler and Wol",shopping_pos,Chemical engineer,60,CA,Palmdale,2.53
"Hoppe, Harris and Bedn",entertainment,"Editor, magazine features",28,CA,Hawthorne,12.85
Zemlak Group,misc_net,Naval architect,56,NM,High Rolls Mountain Park,144.56
Lesch Lt,shopping_pos,Town planner,57,MO,Luray,1.2
Simonis-Prohask,misc_pos,"Research officer, political party",39,WA,Conway,2.44
Schmitt Inc,gas_transport,Clothing/textile technologist,24,WA,Tekoa,57.69
"Heller, Gutmann and Zieme",grocery_pos,"Therapist, art",35,NM,Moriarty,39.63
Goyette Inc,shopping_net,Human resources officer,53,CA,Angwin,1016.08
Rempel PLC,grocery_net,Music therapist,39,WY,Rock Springs,51.12
"Lubowitz, Terry and Stracke",personal_care,"Surveyor, minerals",36,UT,Thompson,1.22
Conroy-Cruickshank,gas_transport,Educational psychologist,42,WY,Manville,51.23
"Weimann, Kuhic and Beahan",shopping_pos,"Scientist, research (maths)",32,HI,Paauilo,7.71
Fadel-Hilpert,health_fitness,"Therapist, occupational",72,CA,Carlotta,12.84
Cummerata-Hilpert,entertainment,Tourist information centre manager,48,MO,Meadville,77.72
"Nicolas, Hills and McGlynn",entertainment,Contractor,42,AZ,Phoenix,52.97
"Becker, Harris and Harvey",personal_care,"Nurse, children's",43,NE,North Loup,13.72
Spencer-Runolfsson,misc_pos,"Therapist, art",35,NM,Moriarty,3.0
Bernier and Sons,kids_pets,Advertising account planner,41,CA,Glendale,1.65
Kunde-Sanfo,misc_net,Chartered legal executive (England and Wales),56,CA,Blairsden-Graeagle,129.91
Schmidt and Sons,shopping_net,"Administrator, education",84,AK,Wales,1.26
Abshire PLC,entertainment,IT consultant,34,NM,Crownpoint,22.57
Morissette LLC,entertainment,Counselling psychologist,23,AZ,Phoenix,72.28
Kassulke PLC,shopping_net,Radio broadcast assistant,28,OR,Shedd,6.83
Schumm PLC,shopping_net,"Scientist, research (maths)",32,HI,Paauilo,1.8
Donnelly LLC,entertainment,Telecommunications researcher,73,NE,Holstein,51.31
Will Lt,food_dining,"Nurse, mental health",75,NE,Roseland,66.81
Hermann and Sons,shopping_pos,Counselling psychologist,23,AZ,Phoenix,397.14
"Christiansen, Goyette and Schamberge",gas_transport,Land/geomatics surveyor,38,MO,Arnold,53.05
Smith-Stokes,misc_pos,Investment analyst,49,MO,Redford,7.49
Predovic Inc,shopping_net,Musician,41,WA,Burbank,3.73
Berge-Hills,kids_pets,Telecommunications researcher,73,NE,Holstein,90.25
Skiles LLC,home,Electronics engineer,34,MO,Centerview,27.81
Hickle Group,shopping_pos,"Research officer, political party",39,WA,Conway,4.88
Cruickshank-Mills,entertainment,Learning mentor,68,CA,Indian Wells,44.68
"Schneider, Hayes and Nikolaus",food_dining,Building surveyor,88,AZ,Paradise Valley,24.95
"Gutmann, McLaughlin and Wiz",home,"Buyer, industrial",32,CA,Daly City,103.08
Pouros-Conroy,shopping_pos,"Engineer, production",30,MO,Independence,411.5
